구분,fid,위도,경도,label,예측결과,결빙확률,결빙확률_percent,블랙아이스_발생확률,블랙아이스_발생확률_percent,블랙아이스_예측결과,기온,풍향,풍속,강수량,습도,추정노면온도,교량,터널,ROAD_RANK,Drainage Class,aws_지점,aws_거리_km,alti_mean,terrain_mean,aspect_mean,장소,위치,사고일시,위험도
비결빙지역,1077,36.62253328,128.5553728,0,0.0,0.014,1.409,,,,7.475,197.448,0.936,0.88,72.446,6.431,0,0,104.0,238.9556254,136,14.639,165.6784195,8.90843869,71.1748699,,,,낮음
비결빙지역,1078,34.40670016,126.192109,0,0.0,0.104,10.448,,,,10.684,120.2,1.945,1.33,84.71,9.054,0,0,103.0,,268,9.561,,,,,,,낮음
비결빙지역,1079,37.68924786,126.9257595,0,1.0,0.411,41.141,,,,9.368,174.554,1.876,2.335,69.883,7.902,0,0,101.0,237.8287858,108,13.57,63.63440833,3.56332126,137.1648797,,,,낮음
비결빙지역,1080,37.80893947,126.7152272,0,0.0,0.007,0.655,,,,5.696,144.636,0.736,2.82,84.144,4.912,0,0,103.0,237.6816406,99,9.67,0.0,0.0,,,,,낮음
비결빙지역,1081,35.19646099,128.7080289,0,0.0,0.008,0.811,,,,11.228,246.518,1.171,1.511,67.778,9.751,0,0,103.0,239.1643285,255,4.637,47.87333451,3.00649511,230.03635639999996,,,,낮음
비결빙지역,1082,33.50827752,126.5870281,0,0.0,0.126,12.569,,,,14.724,188.141,3.055,0.926,66.144,12.314,0,0,103.0,,184,5.354,,,,,,,낮음
비결빙지역,1083,34.98333469,126.17398,0,0.0,0.136,13.625,,,,,,0.0,0.0,,,0,0,101.0,,164,15.913,,,,,,,낮음
비결빙지역,1084,35.21064585,128.6555479,0,0.0,0.007,0.739,,,,11.228,246.518,1.171,1.511,67.778,9.751,0,0,104.0,239.1308839,255,2.332,16.19673917,1.347993936,321.152927,,,,낮음
비결빙지역,1085,35.41490424,129.1471131,0,0.0,0.001,0.123,,,,10.718,174.508,1.471,2.07,74.2,9.229,0,0,104.0,239.4165649,257,16.6,180.6781332,9.364271757,87.75599607,,,,낮음
비결빙지역,1086,34.9155595,128.3571563,0,0.0,0.001,0.051,,,,11.31,103.528,2.123,0.678,69.597,9.547,0,0,104.0,238.9733388,162,10.586,0.0,0.0,,,,,낮음
비결빙지역,1087,36.88960934,126.9481,0,0.0,0.14,14.003,,,,7.017,150.434,0.641,2.782,85.296,6.116,1,0,101.0,237.911203,232,19.678,10.36937563,1.751158048,210.51405230000003,,,,낮음
비결빙지역,1088,36.16520109,126.5519035,0,0.0,0.034,3.421,,,,9.703,132.148,1.778,1.699,78.874,8.228,0,0,102.0,237.7250835,235,18.02,8.63671991,6.222872288,108.49002600000001,,,,낮음
비결빙지역,1089,37.44065228,126.8735282,0,0.0,0.06,5.988,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,102.0,237.8157088,116,7.988,56.567976249999994,8.315460356,66.08315792,,,,낮음
비결빙지역,1090,35.13420385,127.5416066,0,0.0,0.057,5.71,,,,7.681,193.555,1.255,2.59,80.247,6.518,0,0,104.0,238.4488766,174,20.142,136.7552984,8.052450889,304.3113964,,,,낮음
비결빙지역,1091,35.33209604,129.2572062,0,0.0,0.0,0.004,,,,10.718,174.508,1.471,2.07,74.2,9.229,0,0,104.0,239.490834,257,21.687,0.0,17.18096452,88.71874233,,,,낮음
비결빙지역,1092,36.63523989,127.3320867,0,0.0,0.136,13.561,,,,7.127,164.499,0.995,1.887,82.386,6.134,0,0,101.0,238.1794475,181,4.714,44.74327063,1.172708422,152.004896,,,,낮음
비결빙지역,1093,36.75572176,126.3275589,0,0.0,0.002,0.207,,,,8.364,135.525,1.315,3.553,83.023,7.179,0,0,103.0,237.5243295,129,14.998,0.0,0.0,,,,,낮음
비결빙지역,1094,36.25070715,127.3740168,0,0.0,0.094,9.397,,,,9.039,233.312,1.316,1.655,76.126,7.755,0,0,103.0,238.2398856,133,13.488,101.1101284,6.260745378,63.48903719,,,,낮음
비결빙지역,1095,35.55744515,126.6982409,0,0.0,0.102,10.185,,,,9.395,157.004,1.433,1.57,82.15,7.998,0,0,102.0,237.8784906,245,12.75,28.27581777,2.653297135,273.8134208,,,,낮음
비결빙지역,1096,36.98550019,127.1802653,0,0.0,0.196,19.563,,,,7.017,150.434,0.641,2.782,85.296,6.116,0,0,101.0,238.0519161,232,23.488,20.75616009,1.4993260170000002,287.0580315,,,,낮음
비결빙지역,1097,36.20152423,128.8013472,0,0.0,0.009,0.869,,,,6.109,169.65,0.352,1.037,84.483,5.409,0,0,101.0,239.1418253,278,19.939,405.1588331,8.459117975,302.6618575,,,,낮음
비결빙지역,1098,37.41930432,127.9026221,0,0.0,0.05,4.971,,,,7.617,137.212,0.858,1.465,76.584,6.585,0,0,102.0,238.4807582,114,9.891,99.2864899,5.148628158,187.304792,,,,낮음
비결빙지역,1099,35.43165665,129.1781174,0,0.0,0.003,0.29,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,104.0,239.434433,152,19.227,79.33600693,2.822284586,83.42736128,,,,낮음
비결빙지역,1100,36.77855643,128.6481352,0,0.0,0.018,1.819,,,,6.969,252.143,2.426,0.72,78.005,5.522,0,0,103.0,239.0025723,272,15.619,182.74331670000004,6.429991722,205.30249019999997,,,,낮음
비결빙지역,1101,37.40817386,126.7225344,0,0.0,0.043,4.253,,,,9.301,195.728,2.532,2.279,73.354,7.645,0,0,101.0,237.7205386,112,11.579,27.56594859,3.2280540580000006,149.5523162,,,,낮음
비결빙지역,1102,34.53187528,126.2400884,0,0.0,0.104,10.448,,,,10.684,120.2,1.945,1.33,84.71,9.054,0,0,102.0,,268,6.761,,,,,,,낮음
비결빙지역,1103,35.92997888,128.4554153,0,0.0,0.069,6.882,,,,,,0.0,0.0,,,0,0,102.0,238.9471665,176,18.636,62.34501863,7.3356514,152.7389355,,,,낮음
비결빙지역,1104,35.55362032,129.3086317,0,0.0,0.0,0.018,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,104.0,239.5053446,152,1.278,9.563448906,1.897466779,105.1285706,,,,낮음
비결빙지역,1105,38.12188317,128.6300308,0,0.0,0.016,1.617,,,,10.581,242.007,2.25,1.056,57.419,8.798,0,0,103.0,238.9001723,90,15.441,34.12307852,11.21031567,134.4224053,,,,낮음
비결빙지역,1106,35.92872603,127.1603645,0,0.0,0.137,13.671,,,,9.686,164.8,1.734,1.518,76.927,8.214,0,0,104.0,238.1341175,146,10.512,27.43355638,0.370287105,184.87831669999997,,,,낮음
비결빙지역,1107,33.50334144,126.5085545,0,0.0,0.126,12.569,,,,14.724,188.141,3.055,0.926,66.144,12.314,0,0,103.0,,184,2.297,,,,,,,낮음
비결빙지역,1108,36.31787837,128.1150233,0,0.0,0.069,6.852,,,,8.459,221.247,1.244,0.825,72.883,7.215,0,0,102.0,238.702179,137,10.757,72.82655479,1.50486566,293.2284882,,,,낮음
비결빙지역,1109,37.27617261,127.4707822,0,0.0,0.157,15.709,,,,7.252,183.016,0.607,1.777,81.652,6.352,0,0,104.0,238.2145844,203,1.8,46.25784314,0.570222428,276.8028803,,,,낮음
비결빙지역,1110,35.215798,128.580413,0,0.0,0.014,1.448,,,,11.336,204.352,1.416,1.609,67.484,9.799,0,0,104.0,239.0841675,155,3.154,16.72272837,6.771016233,39.91458011,,,,낮음
비결빙지역,1111,36.5596986,128.6454325,0,0.0,0.032,3.192,,,,7.475,197.448,0.936,0.88,72.446,6.431,0,0,101.0,239.0172644,136,5.717,109.69559319999999,3.178441857,238.19628739999996,,,,낮음
비결빙지역,1112,35.3008182,128.6490256,0,0.0,0.004,0.38,,,,11.228,246.518,1.171,1.511,67.778,9.751,0,0,101.0,239.119161,255,8.526,21.10269082,3.334316842,212.11519660000002,,,,낮음
비결빙지역,1113,35.66300967,126.9310154,0,0.0,0.021,2.149,,,,9.395,157.004,1.433,1.57,82.15,7.998,1,0,101.0,238.0149825,245,12.554,12.90198561,0.761456539,345.6445196,,,,낮음
비결빙지역,1114,36.71936321,127.5988883,0,0.0,0.015,1.503,,,,9.903,206.596,0.934,2.16,67.066,8.65,0,0,104.0,238.3420052,131,16.687,94.5817665,4.744558357,7.01782261,,,,낮음
비결빙지역,1115,35.15719323,128.6806156,0,0.0,0.009,0.938,,,,11.228,246.518,1.171,1.511,67.778,9.751,0,0,102.0,239.1508484,255,7.731,25.08417142,4.32011873,166.9285368,,,,낮음
비결빙지역,1116,37.86549914,127.012325,0,0.0,0.092,9.156,,,,6.906,153.315,0.677,2.54,77.479,6.019,0,0,104.0,237.8707581,98,5.866,89.66900635,4.768018723,132.5334015,,,,낮음
비결빙지역,1117,35.19816493,127.8610327,0,0.0,0.008,0.84,,,,7.918,97.164,0.297,2.177,79.663,7.004,0,0,103.0,238.6409706,192,16.708,114.409085,20.63333706,171.0632398,,,,낮음
비결빙지역,1118,37.28439921,127.6312474,0,1.0,0.336,33.557,,,,7.252,183.016,0.607,1.777,81.652,6.352,0,0,104.0,238.316859,203,13.207,49.18003064999999,1.00338937,307.1651281,,,,낮음
비결빙지역,1119,35.46403424,127.927646,0,0.0,0.024,2.419,,,,8.26,224.052,1.329,2.53,78.234,7.032,0,0,101.0,238.6582031,289,7.18,316.7891976,0.720548791,137.8033593,,,,낮음
비결빙지역,1120,35.20517219,128.8108302,0,0.0,0.007,0.717,,,,10.691,238.921,1.019,2.011,67.822,9.317,0,0,104.0,239.226944,253,7.764,31.8187315,8.801238204,155.5835825,,,,낮음
비결빙지역,1121,37.29728075,127.4213006,0,0.0,0.096,9.599,,,,7.252,183.016,0.607,1.777,81.652,6.352,0,0,102.0,238.1809358,203,6.683,83.24188035,3.052856176,55.14934243,,,,낮음
비결빙지역,1122,35.23298137,128.5566269,0,0.0,0.006,0.645,,,,11.336,204.352,1.416,1.609,67.484,9.799,0,0,102.0,239.0679016,155,4.809,55.21734619,3.6692728999999997,42.49491119,,,,낮음
비결빙지역,1123,37.14902717,126.8916764,0,0.0,0.133,13.299,,,,8.135,218.8,1.423,1.608,74.841,6.907,0,0,103.0,237.8524138,119,14.522,38.53889863,3.728961107,118.50944420000002,,,,낮음
비결빙지역,1124,36.90869016,128.0033673,0,0.0,0.075,7.467,,,,6.864,117.269,0.803,1.057,78.565,5.912,0,0,103.0,238.5840978,127,8.226,155.2617024,5.030351581,100.1490697,,,,낮음
비결빙지역,1125,36.8825516,127.726088,0,0.0,0.01,1.021,,,,6.864,117.269,0.803,1.057,78.565,5.912,0,0,101.0,238.4095914,127,22.376,216.38113410000003,6.393270898,108.4577495,,,,낮음
비결빙지역,1126,36.77183219,128.6703043,0,0.0,0.025,2.541,,,,6.969,252.143,2.426,0.72,78.005,5.522,0,0,101.0,239.0170898,272,17.607,197.407074,4.335216045,74.61686707,,,,낮음
비결빙지역,1127,35.70122386,127.8931776,0,0.0,0.028,2.836,,,,6.69,226.465,1.085,1.972,79.62,5.686,0,0,102.0,238.6153589,284,3.706,242.8009526,4.958999076,90.96977696000002,,,,낮음
비결빙지역,1128,34.66317324,127.7930611,0,0.0,0.001,0.114,,,,11.872,211.405,3.614,1.468,67.868,9.684,0,0,101.0,238.6499358,168,9.729,0.0,0.0,,,,,낮음
비결빙지역,1129,38.1834936,127.6652016,0,0.0,0.035,3.482,,,,5.757,176.913,0.554,2.343,83.028,5.019,0,0,103.0,238.2715019,93,27.389,206.71949370000002,4.808702619,75.3505741,,,,낮음
비결빙지역,1130,36.83677894,126.4611756,0,0.0,0.002,0.205,,,,8.364,135.525,1.315,3.553,83.023,7.179,0,0,103.0,237.602962,129,7.298,0.0,0.0,,,,,낮음
비결빙지역,1131,37.46305538,127.0380294,0,1.0,0.395,39.484,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,101.0,237.9200876,116,6.871,27.38567902,1.540431262,111.08180649999998,,,,낮음
비결빙지역,1132,37.18078784,126.6784229,0,0.0,0.005,0.529,,,,8.135,218.8,1.423,1.608,74.841,6.907,0,0,102.0,237.7119139,119,28.286,0.0,0.0,,,,,낮음
비결빙지역,1133,35.02384387,128.3653382,0,0.0,0.008,0.823,,,,11.31,103.528,2.123,0.678,69.597,9.547,0,0,101.0,238.9684182,162,20.85,7.719446060000001,6.194117403,93.73368023,,,,낮음
비결빙지역,1134,35.81097249,127.6347718,0,0.0,0.006,0.6,,,,6.178,168.835,0.888,2.08,86.67,5.269,0,0,104.0,238.4437538,248,19.997,448.43889979999994,1.551066924,317.2667305,,,,낮음
비결빙지역,1135,35.18217646,127.8855516,0,0.0,0.124,12.376,,,,7.918,97.164,0.297,2.177,79.663,7.004,0,0,103.0,238.6578369,192,14.186,77.57571482,5.110541317,288.3878749,,,,낮음
비결빙지역,1136,37.49515959,127.1264412,0,0.0,0.268,26.802,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,101.0,237.974853,116,15.423,30.95691389,2.996825635,291.5286084,,,,낮음
비결빙지역,1137,35.34313457,126.8639552,0,0.0,0.036,3.618,,,,9.386,116.735,0.95,1.815,81.601,8.128,0,0,101.0,238.0046997,251,17.513,185.31561790000003,5.576999611,271.552006,,,,낮음
비결빙지역,1138,37.4767295,126.9763961,0,0.0,0.065,6.459,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,101.0,237.8791656,116,3.782,28.9530154,4.082019047,102.11713579999999,,,,낮음
비결빙지역,1139,37.41150439,127.0882612,0,0.0,0.26,26.013,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,104.0,237.9569704,116,11.568,67.52488518,4.101187762,215.132409,,,,낮음
비결빙지역,1140,37.39208505,126.6542381,0,0.0,0.026,2.56,,,,9.301,195.728,2.532,2.279,73.354,7.645,0,0,104.0,237.6774237,112,9.866,7.523977286,0.101031726,296.9700018,,,,낮음
비결빙지역,1141,37.02235759,126.5243245,0,0.0,0.002,0.209,,,,8.364,135.525,1.315,3.553,83.023,7.179,0,0,102.0,237.6263885,129,27.461,0.0,0.0,,,,,낮음
비결빙지역,1142,37.50839086,126.8761286,0,0.0,0.102,10.181,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,103.0,237.8115492,116,10.533,10.08009366,0.803472625,277.4740802,,,,낮음
비결빙지역,1143,37.41976475,126.6503877,0,0.0,0.04,4.049,,,,9.301,195.728,2.532,2.279,73.354,7.645,0,0,103.0,237.6725182,112,6.824,26.714499040000003,7.958601513999999,174.5103265,,,,낮음
비결빙지역,1144,36.30731839,128.6032964,0,0.0,0.012,1.22,,,,6.109,169.65,0.352,1.037,84.483,5.409,0,0,102.0,239.0095958,278,9.371,63.34827578,0.965607754,215.54625809999996,,,,낮음
비결빙지역,1145,35.15599205,128.5754409,0,0.0,0.006,0.586,,,,11.336,204.352,1.416,1.609,67.484,9.799,0,0,104.0,239.0860718,155,1.236,34.67412338,8.570830904,28.022524670000003,,,,낮음
비결빙지역,1146,37.82292754,127.5135718,0,0.0,0.222,22.162,,,,6.209,195.041,0.944,2.268,81.426,5.304,0,0,103.0,238.1996854,101,21.418,62.55785559,2.8221325210000003,87.74446599,,,,낮음
비결빙지역,1147,35.24747059,126.6547704,0,0.0,0.08,8.031,,,,9.282,152.63,2.049,1.979,85.688,7.74,0,0,101.0,237.8831787,172,12.291,61.785613500000004,2.576321452,144.9246794,,,,낮음
비결빙지역,1148,38.38640779,128.4313797,0,0.0,0.001,0.146,,,,10.581,242.007,2.25,1.056,57.419,8.798,0,0,102.0,238.7552948,90,19.035,0.0,0.0,,,,,낮음
비결빙지역,1149,37.44994357,128.4513381,0,0.0,0.016,1.587,,,,5.799,163.89,1.06,1.04,76.207,4.856,1,0,103.0,238.829834,217,18.793,399.78702770000007,1.8832721330000002,225.6169836,,,,낮음
비결빙지역,1150,35.60995974,128.0136468,0,0.0,0.001,0.086,,,,6.69,226.465,1.085,1.972,79.62,5.686,0,0,102.0,238.6986694,284,11.344,344.4576739,15.92997404,91.03156112,,,,낮음
비결빙지역,1151,37.60392887,126.8707647,0,0.0,0.249,24.945,,,,9.368,174.554,1.876,2.335,69.883,7.902,0,0,101.0,237.8000377,108,9.122,14.02896901,1.691403724,253.0596376,,,,낮음
비결빙지역,1152,37.79077414,126.6975244,0,0.0,0.002,0.212,,,,5.696,144.636,0.736,2.82,84.144,4.912,0,0,101.0,237.6716084,99,12.189,0.0,0.0,,,,,낮음
비결빙지역,1153,36.79816401,128.6834103,0,0.0,0.047,4.731,,,,6.969,252.143,2.426,0.72,78.005,5.522,0,0,104.0,239.0235233,272,16.93,199.82549550000002,3.632299682,95.40686978,,,,낮음
비결빙지역,1154,35.1532871,129.0483786,0,0.0,0.001,0.056,,,,12.74,198.885,2.845,1.782,61.097,10.714,0,0,104.0,239.3769223,159,5.604,25.321116690000004,11.77320014,82.60821461,,,,낮음
비결빙지역,1155,34.73389543,127.7131882,0,0.0,0.001,0.114,,,,11.872,211.405,3.614,1.468,67.868,9.684,0,0,101.0,238.5939019,168,2.576,0.0,0.0,,,,,낮음
비결빙지역,1156,37.26562351,126.9031888,0,0.0,0.034,3.427,,,,8.135,218.8,1.423,1.608,74.841,6.907,0,0,101.0,237.849809,119,7.121,48.35241553,5.672785979999999,53.776562299999995,,,,낮음
비결빙지역,1157,36.81073666,127.1035273,0,1.0,0.408,40.837,,,,7.017,150.434,0.641,2.782,85.296,6.116,0,0,101.0,238.0177849,232,3.807,43.7451276,2.526320064,110.4744996,,,,낮음
비결빙지역,1158,35.1870303,128.2220868,0,0.0,0.121,12.134,,,,7.918,97.164,0.297,2.177,79.663,7.004,1,0,104.0,238.8654742,192,9.655,30.796085749999996,4.490055359,100.0928506,,,,낮음
비결빙지역,1159,37.45577304,126.8715559,0,0.0,0.041,4.098,,,,6.121,230.493,1.487,1.746,76.678,5.038,0,0,102.0,237.8129272,116,8.253,40.93449402,5.89628458,30.778331759999997,,,,낮음
비결빙지역,1160,35.41227145,126.8525516,0,0.0,0.198,19.75,,,,9.386,116.735,0.95,1.815,81.601,8.128,0,0,103.0,237.9904465,251,13.987,96.4108971,4.983995032,242.279456,,,,낮음
비결빙지역,1161,35.49240925,129.4256002,0,0.0,0.005,0.524,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,103.0,239.581636,152,12.143,26.35065335,6.6579238389999995,184.5048438,,,,낮음
비결빙지역,1162,35.10231502,126.7549172,0,1.0,0.31,30.998,,,,10.507,134.15,1.187,3.344,77.508,9.115,0,0,102.0,237.9612192,156,14.7,23.867412569999995,1.37087369,151.2198792,,,,낮음
비결빙지역,1163,36.02576126,129.3254588,0,0.0,0.001,0.071,,,,11.38,232.773,2.267,1.402,60.184,9.583,0,0,104.0,239.4808313,138,4.953,30.27644548,1.159084269,147.3544381,,,,낮음
비결빙지역,1164,35.57746796,129.0993482,0,0.0,0.032,3.2,,,,10.529,210.941,1.926,1.884,63.98,8.935,1,0,103.0,239.3746654,152,20.078,101.59235249999999,1.094426582,185.08856229999998,,,,낮음
비결빙지역,1165,35.67363764,129.3117294,0,0.0,0.003,0.335,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,101.0,239.4980456,152,10.328,90.82301001,3.3346219930000003,222.95680110000004,,,,낮음
비결빙지역,1166,35.63112387,127.7878564,0,0.0,0.023,2.299,,,,6.69,226.465,1.085,1.972,79.62,5.686,0,0,101.0,238.5557555,284,11.742,213.6360821,7.933801033999999,328.0783449,,,,낮음
비결빙지역,1167,37.07831136,127.1573823,0,0.0,0.249,24.869,,,,8.135,218.8,1.423,1.608,74.841,6.907,0,0,103.0,238.0293298,119,25.214,60.75169575,4.592070698,43.40533969,,,,낮음
비결빙지역,1168,37.55410921,126.7497279,0,0.0,0.09,9.024,,,,9.301,195.728,2.532,2.279,73.354,7.645,0,0,104.0,237.7254544,112,13.907,14.41688103,0.349349825,205.00541680000003,,,,낮음
비결빙지역,1169,36.59047731,128.4732625,0,0.0,0.029,2.866,,,,7.475,197.448,0.936,0.88,72.446,6.431,0,0,102.0,238.9062415,136,20.987,85.62925283,1.789820738,107.40200750000001,,,,낮음
비결빙지역,1170,38.09981315,127.0783933,0,1.0,0.411,41.092,,,,5.578,172.63,0.681,2.486,86.661,4.835,0,0,101.0,237.8951678,95,20.463,54.77678044999999,0.24944788399999998,221.846275,,,,낮음
비결빙지역,1171,35.630542,129.1577939,0,0.0,0.006,0.553,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,104.0,239.406659,152,16.651,124.1019674,7.730093487,64.02202953,,,,낮음
비결빙지역,1172,36.7757432,127.6364556,0,0.0,0.041,4.129,,,,9.903,206.596,0.934,2.16,67.066,8.65,0,0,103.0,238.3614258,131,23.131,76.04664984,1.050420972,51.75140784,,,,낮음
비결빙지역,1173,35.52623102,126.7731822,0,0.0,0.233,23.333,,,,9.395,157.004,1.433,1.57,82.15,7.998,0,0,102.0,237.9290753,245,7.249,36.08608473,2.564883245,307.8966896,,,,낮음
비결빙지역,1174,35.22256465,128.9460435,0,0.0,0.001,0.144,,,,9.714,173.812,1.134,1.983,75.163,8.427,0,0,103.0,239.308611,296,1.391,2.363775969,1.4488619569999999,343.9644775,,,,낮음
비결빙지역,1175,36.98872304,127.4676554,0,0.0,0.132,13.222,,,,7.017,150.434,0.641,2.782,85.296,6.116,0,0,102.0,238.2359314,232,29.603,94.63832630999998,3.428605021,261.1765374,,,,낮음
비결빙지역,1176,37.34929087,127.7151497,0,0.0,0.031,3.131,,,,7.617,137.212,0.858,1.465,76.584,6.585,0,0,102.0,238.3656918,114,20.503,100.0889731,5.214552804,99.33808228999999,,,,낮음
비결빙지역,1177,37.53734434,126.8372221,0,0.0,0.212,21.242,,,,9.368,174.554,1.876,2.335,69.883,7.902,0,0,102.0,237.7837298,108,11.95,12.80231011,0.86881638,242.22530760000004,,,,낮음
비결빙지역,1178,36.5994178,127.3357776,0,0.0,0.046,4.638,,,,7.127,164.499,0.995,1.887,82.386,6.134,0,0,101.0,238.1847504,181,6.265,24.8427809,0.986315663,254.8910394,,,,낮음
비결빙지역,1179,36.82085211,126.186091,0,0.0,0.103,10.29,,,,8.364,135.525,1.315,3.553,83.023,7.179,0,0,102.0,,129,27.845,,,,,,,낮음
비결빙지역,1180,36.79151754,128.4574489,0,0.0,0.036,3.65,,,,6.969,252.143,2.426,0.72,78.005,5.522,0,0,101.0,238.8812611,272,10.377,251.28017620000003,4.248952481,258.0811729,,,,낮음
비결빙지역,1181,35.58869654,129.0923069,0,0.0,0.005,0.466,,,,10.529,210.941,1.926,1.884,63.98,8.935,0,0,104.0,239.369185,152,20.864,124.5905896,1.145314234,184.9620281,,,,낮음
비결빙지역,1182,36.47404531,127.3782735,0,0.0,0.049,4.884,,,,9.039,233.312,1.316,1.655,76.126,7.755,0,0,104.0,238.2228572,133,11.36,41.29944159,7.623031262,151.8559242,,,,낮음
비결빙지역,1183,37.53797547,129.1083384,0,0.0,0.016,1.571,,,,10.762,230.787,2.33,0.597,58.148,8.963,0,0,101.0,239.2431583,106,3.711,25.23981658,5.780713616,154.9465042,,,,낮음
비결빙지역,1184,36.57085267,128.1330583,0,0.0,0.052,5.174,,,,7.656,265.101,1.413,1.018,76.291,6.428,0,0,103.0,238.6929735,273,6.432,99.10967254999998,1.636493802,24.53904724,,,,낮음
비결빙지역,1185,35.31691771,126.779381,0,0.0,0.105,10.473,,,,9.386,116.735,0.95,1.815,81.601,8.128,0,0,103.0,237.954335,251,14.065,47.461346299999995,8.458069976,270.5881279,,,,낮음
비결빙지역,1186,36.48671638,127.178908,0,0.0,0.084,8.365,,,,8.484,186.632,0.821,1.836,80.508,7.411,0,0,102.0,238.0945687,239,5.015,34.17010498,1.838240743,171.9671326,,,,낮음
비결빙지역,1187,34.89911843,128.5013327,0,0.0,0.0,0.025,,,,11.31,103.528,2.123,0.678,69.597,9.547,0,0,103.0,239.0632385,162,8.464,0.0,0.0,,,,,낮음
비결빙지역,1188,35.96550335,129.3393912,0,0.0,0.002,0.191,,,,11.38,232.773,2.267,1.402,60.184,9.583,0,0,101.0,239.4937108,138,8.247,61.31406222,5.682653355,21.73614076,,,,낮음
비결빙지역,1189,35.81816075,128.7207264,0,0.0,0.009,0.942,,,,9.646,198.586,1.752,1.571,67.958,8.155,0,0,103.0,239.1212204,143,6.278,93.37227631,8.780930519,47.57981872999999,,,,낮음
비결빙지역,1190,37.75844093,128.8841821,0,0.0,0.012,1.18,,,,11.367,239.209,2.379,0.805,56.273,9.515,0,0,102.0,239.0863037,105,0.977,43.95798784,5.65683324,161.9013757,,,,낮음
비결빙지역,1191,35.96664487,129.1719138,0,0.0,0.003,0.287,,,,8.665,212.058,2.295,1.954,74.32,7.117,0,0,102.0,239.389842,283,16.799,67.02792801,3.201459879,213.2298192,,,,낮음
비결빙지역,1192,35.40633714,127.3747801,0,0.0,0.087,8.67,,,,8.054,126.612,1.229,2.389,84.077,6.882,0,0,101.0,238.3184204,247,2.037,94.85200883,0.258705393,248.99278259999997,,,,낮음
비결빙지역,1193,36.06922956,128.7653761,0,0.0,0.011,1.07,,,,8.177,188.714,1.336,1.54,75.703,6.958,0,0,103.0,239.1292803,281,19.599,167.4746116,9.220214132,231.1336454,,,,낮음
비결빙지역,1194,37.40830015,126.7553649,0,0.0,0.019,1.879,,,,9.301,195.728,2.532,2.279,73.354,7.645,0,0,101.0,237.741788,112,13.864,5.836324624,1.8968293040000002,300.8014184,,,,낮음
비결빙지역,1195,34.71883525,126.5762737,0,0.0,0.118,11.814,,,,9.669,143.671,1.376,1.586,86.995,8.305,0,0,103.0,237.8903847,261,18.363,18.8942755,5.216422344,79.28320694,,,,낮음
비결빙지역,1196,36.7916851,129.4123305,0,0.0,0.013,1.268,,,,10.344,264.431,2.194,0.743,61.404,8.658,0,0,103.0,239.4827484,130,22.252,48.505446840000005,4.585303225,134.2529868,,,,낮음
비결빙지역,1197,33.34828157,126.8250532,0,0.0,0.12,12.041,,,,13.649,225.863,2.676,1.115,77.985,11.475,0,0,104.0,,188,6.676,,,,,,,낮음
비결빙지역,1198,37.699306,126.8300445,0,0.0,0.161,16.085,,,,9.368,174.554,1.876,2.335,69.883,7.902,0,0,102.0,237.765496,108,18.579,37.62477376,2.356842868,158.1810695,,,,낮음
비결빙지역,1199,36.0988351,129.4101839,0,0.0,0.001,0.108,,,,11.38,232.773,2.267,1.402,60.184,9.583,0,0,102.0,239.5281219,138,7.911,39.1049455,1.638650547,148.4464521,,,,낮음
비결빙지역,1200,36.01525622,126.7080119,0,0.0,0.074,7.414,,,,9.328,150.575,1.73,1.365,82.271,7.907,0,0,104.0,237.8391309,140,2.484,23.32065745,4.864541579,240.76311000000004,,,,낮음
비결빙지역,1201,35.90054412,128.9617705,0,0.0,0.038,3.752,,,,8.177,188.714,1.336,1.54,75.703,6.958,0,0,101.0,239.264679,281,8.597,113.9047572,3.378732502,304.8150505,,,,낮음
비결빙지역,1202,35.89334156,127.0481543,0,0.0,0.047,4.719,,,,9.686,164.8,1.734,1.518,76.927,8.214,0,0,102.0,238.0664978,146,8.527,3.903141043,0.601114794,174.4163946,,,,낮음
비결빙지역,1203,36.61988458,128.3208193,0,0.0,0.132,13.158,,,,7.656,265.101,1.413,1.018,76.291,6.428,0,0,103.0,238.8080931,273,15.373,94.77205658,2.818797588,79.71479797,,,,낮음
비결빙지역,1204,34.81102172,127.2428683,0,0.0,0.129,12.863,,,,9.945,250.088,2.234,1.759,81.772,8.326,0,0,104.0,238.2954757,258,5.986,20.96056483,2.143158263,209.5372482,,,,낮음
비결빙지역,1205,36.55914844,128.6918087,0,1.0,0.414,41.412,,,,7.475,197.448,0.936,0.88,72.446,6.431,0,0,103.0,239.0461848,136,2.062,121.42482900000002,4.731604135,194.36948339999998,,,,낮음
